Region,State,Broadcaster,Sport,Event,Month,ViewershipCount,AvgWatchTime,Gender,AgeGroup,Likes,Dislikes,OnlineStreams,TVViewers,RevenueGenerated
West,Rajasthan,Sony Sports,Cricket,IPL,Dec,1583673,38.1,Male,35-44,47773,305,639252,944421,1676792.83
North,Punjab,ESPN India,Hockey,Hockey India League,Aug,1571722,54.3,Male,15-24,25123,2990,452672,1119050,2334155.27
South,Tamil Nadu,Jio Sports,Badminton,Asia Championships,Sep,1207738,54.8,Male,45+,34665,1185,267168,940570,2129831.78
Central,Madhya Pradesh,Jio Sports,Tennis,Chennai Open,May,884440,99.5,Male,35-44,45535,4914,440811,443629,506772.18
North,Punjab,Sony Sports,Hockey,Hockey India League,Jan,1977075,76.3,Female,35-44,35660,3539,533901,1443174,3217927.78
East,Bihar,ESPN India,Football,Santosh Trophy,Apr,1199734,94.6,Male,45+,45386,143,356031,843703,1935626.58
East,Assam,Sony Sports,Football,Santosh Trophy,May,1971606,51.4,Female,35-44,35693,3072,593956,1377650,1455081.33
Central,Chhattisgarh,ESPN India,Football,ISL,Jul,1847519,77.7,Female,35-44,16935,903,503238,1344281,3286509.86
West,Rajasthan,DD Sports,Cricket,IPL,Mar,662084,31.4,Female,45+,37284,3440,205434,456650,1038920.04
East,Bihar,Sony Sports,Hockey,Hockey India League,Oct,504151,34.5,Female,25-34,41172,1054,163067,341084,903575.0
East,West Bengal,ESPN India,Cricket,IPL,Mar,581147,93.3,Female,35-44,22839,2740,164289,416858,800240.66
East,Assam,Star Sports,Football,Santosh Trophy,Aug,1552385,101.3,Female,15-24,46713,483,597918,954467,2055379.42
South,Karnataka,DD Sports,Kabaddi,Pro Kabaddi League,May,257352,113.6,Female,15-24,28869,4351,108289,149063,307451.25
Central,Chhattisgarh,DD Sports,Tennis,Chennai Open,May,639421,77.5,Female,25-34,8957,3146,277756,361665,1064754.72
Central,Madhya Pradesh,Star Sports,Kabaddi,Pro Kabaddi League,Dec,1591326,94.9,Male,25-34,38701,1463,424236,1167090,2642387.03
South,Karnataka,DD Sports,Cricket,World Cup,Aug,1252515,60.4,Male,15-24,26344,3848,487850,764665,1113942.59
South,Karnataka,Sony Sports,Badminton,India Open,Jul,917196,40.6,Female,35-44,43500,2975,216683,700513,512225.52
Central,Madhya Pradesh,DD Sports,Tennis,India Tennis Cup,Jan,1525249,60.0,Male,35-44,1365,3675,403991,1121258,1506848.29
West,Goa,Jio Sports,Cricket,World Cup,Jul,402156,85.0,Female,25-34,33001,2478,148426,253730,691334.49
East,Assam,ESPN India,Football,ISL,Jul,1316556,25.0,Male,35-44,28923,1775,631715,684841,1303336.3
East,West Bengal,Star Sports,Cricket,IPL,Dec,638574,85.8,Male,15-24,38228,4546,165772,472802,357937.48
Central,Madhya Pradesh,ESPN India,Tennis,Chennai Open,Sep,302156,115.9,Female,15-24,11698,3870,122243,179913,535954.8
East,West Bengal,DD Sports,Tennis,India Tennis Cup,Jan,1124101,47.8,Male,45+,7644,2950,371118,752983,588595.44
East,West Bengal,DD Sports,Badminton,Asia Championships,Mar,307438,80.5,Female,45+,18375,3939,83222,224216,439417.84
Central,Chhattisgarh,ESPN India,Tennis,Chennai Open,Jan,1798322,58.6,Male,25-34,28772,4534,392890,1405432,2466264.77
South,Andhra Pradesh,Sony Sports,Badminton,Asia Championships,May,1960332,92.0,Male,25-34,37289,672,604769,1355563,2124697.42
South,Tamil Nadu,Sony Sports,Hockey,Hockey India League,May,1595491,106.2,Male,25-34,34418,2687,525164,1070327,2060602.47
West,Gujarat,Jio Sports,Kabaddi,Pro Kabaddi League,Aug,952458,61.5,Male,45+,31257,2317,342137,610321,1497883.3
South,Kerala,Star Sports,Kabaddi,Pro Kabaddi League,Mar,1702632,114.7,Female,25-34,31908,3061,593877,1108755,1776946.75
North,Haryana,Jio Sports,Football,ISL,Nov,1596933,113.9,Female,35-44,26515,3816,619711,977222,928754.07
South,Kerala,Sony Sports,Cricket,World Cup,Feb,968074,83.1,Male,35-44,19889,1017,281574,686500,710866.28
Central,Madhya Pradesh,Sony Sports,Cricket,World Cup,Jun,901007,58.5,Female,25-34,17999,4601,231489,669518,1065673.23
South,Karnataka,Star Sports,Cricket,IPL,Jul,1253118,114.6,Male,25-34,45435,4629,456294,796824,2091020.21
South,Kerala,Jio Sports,Hockey,Hockey India League,Jul,1434822,62.6,Male,45+,35087,1241,643618,791204,2193198.34
West,Rajasthan,ESPN India,Cricket,Ranji Trophy,Jun,293877,66.3,Male,45+,6213,4208,99689,194188,214687.89
North,Punjab,DD Sports,Hockey,Hockey India League,Oct,1517172,82.5,Male,25-34,24989,1710,379085,1138087,2107746.78
West,Rajasthan,Jio Sports,Kabaddi,Pro Kabaddi League,Jun,1907447,88.8,Male,25-34,46351,4835,613770,1293677,2717104.34
South,Tamil Nadu,Jio Sports,Kabaddi,Pro Kabaddi League,Mar,875782,84.2,Male,15-24,19950,1075,205919,669863,1571586.64
West,Rajasthan,DD Sports,Cricket,IPL,Jan,1558590,54.4,Male,45+,41150,3427,459728,1098862,2655775.75
Central,Chhattisgarh,ESPN India,Football,ISL,Jun,769778,37.7,Male,25-34,17848,3394,338575,431203,1508821.79
Central,Chhattisgarh,ESPN India,Badminton,India Open,Sep,761943,96.5,Female,45+,32085,3956,165927,596016,1355360.31
West,Maharashtra,Star Sports,Kabaddi,Pro Kabaddi League,Nov,1713900,55.5,Male,15-24,23449,1194,813193,900707,1398867.45
East,Bihar,DD Sports,Kabaddi,Pro Kabaddi League,Jan,1604209,20.8,Male,35-44,3775,4759,573529,1030680,1857168.81
South,Karnataka,Sony Sports,Cricket,Ranji Trophy,Mar,462755,94.7,Female,35-44,15119,683,96289,366466,536615.66
North,Punjab,Sony Sports,Cricket,Ranji Trophy,Jun,256903,36.8,Male,35-44,26479,961,116462,140441,136359.29
South,Andhra Pradesh,ESPN India,Badminton,India Open,Sep,1967577,52.3,Male,15-24,18420,4231,832406,1135171,1605071.42
Central,Chhattisgarh,ESPN India,Hockey,Hockey India League,Nov,1896357,96.6,Female,45+,13453,2530,437165,1459192,3754964.46
Central,Chhattisgarh,DD Sports,Football,Santosh Trophy,Aug,1638599,65.9,Male,45+,24926,4206,778628,859971,2204100.07
East,Assam,DD Sports,Cricket,World Cup,Oct,453551,65.2,Male,25-34,35057,1547,205552,247999,433338.91
East,West Bengal,ESPN India,Cricket,World Cup,Jul,764647,43.7,Male,15-24,47525,3316,239182,525465,888993.69
South,Kerala,DD Sports,Hockey,Hockey India League,Dec,1543726,101.4,Male,45+,11345,325,629935,913791,1833401.76
South,Tamil Nadu,Sony Sports,Tennis,India Tennis Cup,Oct,1753820,72.5,Female,25-34,46991,2253,694305,1059515,1702631.69
Central,Madhya Pradesh,DD Sports,Kabaddi,Pro Kabaddi League,Dec,1875598,74.1,Male,35-44,36871,2540,866701,1008897,3583571.58
Central,Chhattisgarh,Star Sports,Tennis,Chennai Open,Nov,901161,66.4,Male,45+,15031,546,397818,503343,1206986.46
East,Bihar,Sony Sports,Badminton,Asia Championships,Jan,167797,52.9,Male,15-24,33994,4243,41703,126094,186289.44
Central,Chhattisgarh,Star Sports,Football,Santosh Trophy,Feb,514310,58.7,Female,15-24,48327,2977,149377,364933,954017.8
Central,Chhattisgarh,Jio Sports,Tennis,India Tennis Cup,Mar,1060540,33.4,Male,15-24,38842,1981,227557,832983,1913648.05
West,Gujarat,Sony Sports,Tennis,Chennai Open,Jul,1905797,73.0,Male,35-44,49920,2992,821498,1084299,2844403.72
South,Tamil Nadu,Jio Sports,Cricket,Ranji Trophy,Aug,523573,104.7,Female,15-24,17436,1857,241108,282465,932688.33
North,Punjab,Star Sports,Football,ISL,Mar,231890,101.7,Female,25-34,9597,2394,103226,128664,314649.39
North,Haryana,Jio Sports,Kabaddi,Pro Kabaddi League,May,1866760,41.5,Male,35-44,28529,4582,493398,1373362,3436663.73
South,Andhra Pradesh,ESPN India,Kabaddi,Pro Kabaddi League,Jan,384923,103.7,Male,15-24,13100,407,128166,256757,580905.36
West,Gujarat,DD Sports,Badminton,Asia Championships,Nov,1293048,69.6,Male,35-44,47675,3658,548519,744529,1788802.1
South,Tamil Nadu,Sony Sports,Football,Santosh Trophy,Apr,957651,106.4,Male,15-24,33369,375,478638,479013,1019702.41
East,Bihar,Sony Sports,Badminton,Asia Championships,Feb,574624,63.1,Female,25-34,34678,2096,261101,313523,368141.36
Central,Madhya Pradesh,Star Sports,Badminton,India Open,Jan,1298313,114.6,Female,45+,41214,3857,556814,741499,1836999.08
Central,Madhya Pradesh,Star Sports,Cricket,Ranji Trophy,Sep,935050,110.4,Female,15-24,25486,1620,400722,534328,1551037.03
South,Andhra Pradesh,Jio Sports,Badminton,India Open,Apr,1509900,66.2,Female,35-44,34489,1012,684970,824930,2349593.0
West,Rajasthan,Jio Sports,Badminton,Asia Championships,May,537436,56.8,Female,15-24,34885,3509,144660,392776,406335.23
Central,Chhattisgarh,Star Sports,Cricket,Ranji Trophy,Feb,867108,19.8,Male,45+,40760,3083,235101,632007,728467.64
East,Assam,DD Sports,Cricket,World Cup,Aug,525278,68.5,Female,45+,40390,4760,119143,406135,302226.32
East,Assam,Star Sports,Tennis,India Tennis Cup,Aug,1096195,104.6,Female,45+,36464,1817,456521,639674,2186467.74
West,Rajasthan,Jio Sports,Tennis,Chennai Open,Mar,518011,62.1,Male,45+,26864,3971,255125,262886,297556.69
Central,Madhya Pradesh,Star Sports,Cricket,IPL,Feb,1904700,78.9,Male,25-34,19074,1444,888585,1016115,2697352.52
Central,Chhattisgarh,DD Sports,Cricket,World Cup,Feb,626553,93.8,Female,35-44,48966,1604,239577,386976,535953.43
West,Rajasthan,Sony Sports,Cricket,World Cup,Mar,681516,102.7,Female,25-34,10783,4585,165644,515872,714793.55
North,Delhi,ESPN India,Football,Santosh Trophy,Aug,816565,101.8,Male,45+,5917,1356,403590,412975,754670.76
Central,Chhattisgarh,Jio Sports,Cricket,IPL,Nov,587970,18.2,Female,35-44,24666,1573,233116,354854,883014.44
Central,Chhattisgarh,DD Sports,Badminton,India Open,Apr,477858,77.7,Female,35-44,10221,3318,147597,330261,376774.23
Central,Madhya Pradesh,Jio Sports,Football,Santosh Trophy,Sep,1099627,114.5,Female,15-24,33323,3897,270033,829594,1007474.98
East,Assam,DD Sports,Tennis,India Tennis Cup,Oct,1622138,62.8,Female,45+,4359,3276,645723,976415,1655114.39
North,Delhi,ESPN India,Kabaddi,Pro Kabaddi League,Oct,470539,47.7,Female,45+,26954,4991,95505,375034,419519.77
Central,Chhattisgarh,Star Sports,Kabaddi,Pro Kabaddi League,Dec,586785,71.8,Male,45+,14255,4667,118819,467966,621266.48
East,West Bengal,ESPN India,Kabaddi,Pro Kabaddi League,Jul,1801939,32.3,Female,45+,44919,283,793669,1008270,2509775.33
East,Assam,Jio Sports,Badminton,India Open,Oct,400679,62.1,Female,45+,41446,1373,159299,241380,203360.55
Central,Madhya Pradesh,DD Sports,Cricket,Ranji Trophy,Jan,212421,93.9,Male,25-34,33703,3181,64030,148391,162669.61
South,Karnataka,DD Sports,Tennis,India Tennis Cup,Jun,1430503,94.5,Female,15-24,11703,370,364461,1066042,1707429.45
Central,Chhattisgarh,Star Sports,Hockey,Hockey India League,May,979896,58.2,Female,25-34,7305,2498,294893,685003,1014342.35
South,Kerala,Sony Sports,Badminton,Asia Championships,Jan,652251,48.0,Male,25-34,3230,228,148223,504028,756667.95
Central,Madhya Pradesh,DD Sports,Kabaddi,Pro Kabaddi League,Mar,993681,50.9,Male,15-24,47040,727,441801,551880,675540.75
North,Haryana,Star Sports,Tennis,Chennai Open,Oct,318733,27.3,Male,25-34,39652,3314,112913,205820,613513.06
East,Odisha,Star Sports,Hockey,Hockey India League,Jul,1642173,60.6,Male,45+,32508,1083,527426,1114747,1108260.87
North,Haryana,DD Sports,Badminton,India Open,Sep,1376980,19.8,Male,45+,42430,2087,541788,835192,1889389.59
South,Andhra Pradesh,Sony Sports,Kabaddi,Pro Kabaddi League,Apr,1701348,74.5,Male,15-24,10878,291,431642,1269706,3143376.03
Central,Chhattisgarh,Sony Sports,Tennis,Chennai Open,Jun,499777,114.0,Male,45+,4783,4398,165840,333937,850356.1
Central,Madhya Pradesh,DD Sports,Kabaddi,Pro Kabaddi League,Mar,1985364,22.9,Female,15-24,48159,4638,933874,1051490,3912859.29
North,Haryana,Sony Sports,Tennis,India Tennis Cup,Sep,1512108,109.0,Male,25-34,31209,459,653409,858699,829640.99
Central,Chhattisgarh,Jio Sports,Badminton,Asia Championships,Jul,162669,38.4,Female,35-44,5006,1725,39197,123472,273973.38
West,Gujarat,Sony Sports,Cricket,IPL,Feb,539415,113.5,Male,15-24,42691,4061,221750,317665,911803.37
Central,Chhattisgarh,DD Sports,Cricket,Ranji Trophy,Oct,222646,60.3,Male,45+,30345,1687,46552,176094,120423.66
West,Maharashtra,Sony Sports,Tennis,India Tennis Cup,Jul,689872,38.8,Female,25-34,11350,2532,250163,439709,606595.6
East,Odisha,Sony Sports,Cricket,IPL,Feb,1278265,101.5,Female,35-44,10424,4217,501384,776881,1554402.96
Central,Madhya Pradesh,DD Sports,Tennis,India Tennis Cup,Sep,1051452,31.6,Male,25-34,38392,2137,275293,776159,855449.84
North,Uttar Pradesh,Jio Sports,Hockey,Hockey India League,Aug,976352,52.6,Female,15-24,21908,2921,243720,732632,1316642.17
Central,Chhattisgarh,DD Sports,Cricket,IPL,Apr,287069,99.9,Female,45+,10968,2562,110724,176345,274130.47
South,Karnataka,ESPN India,Hockey,Hockey India League,Feb,1879538,86.3,Male,45+,1406,3176,930321,949217,1818834.95
South,Tamil Nadu,Sony Sports,Football,Santosh Trophy,Apr,1168597,83.9,Female,45+,23673,1511,527779,640818,1569756.74
South,Kerala,ESPN India,Football,ISL,Apr,1758557,38.5,Female,35-44,30227,3034,433557,1325000,2230642.54
Central,Chhattisgarh,ESPN India,Hockey,Hockey India League,May,628110,84.5,Female,25-34,24888,2566,137214,490896,648209.09
North,Delhi,Star Sports,Hockey,Hockey India League,May,1640883,113.7,Male,15-24,11283,1995,485036,1155847,1607208.94
North,Punjab,Jio Sports,Football,ISL,Jun,859340,41.8,Male,35-44,38952,2502,333392,525948,887136.66
West,Rajasthan,ESPN India,Hockey,Hockey India League,Dec,421852,71.5,Female,35-44,35724,4658,143642,278210,461037.4
Central,Madhya Pradesh,Jio Sports,Hockey,Hockey India League,Jun,643731,18.1,Female,45+,31607,4624,214428,429303,534382.36
South,Andhra Pradesh,ESPN India,Tennis,Chennai Open,Nov,950959,73.5,Male,25-34,29807,4987,224618,726341,1857234.25
Central,Chhattisgarh,Sony Sports,Hockey,Hockey India League,Oct,633838,38.1,Female,45+,37343,975,134732,499106,1188212.25
East,West Bengal,Star Sports,Cricket,Ranji Trophy,Jan,739129,45.0,Female,15-24,20229,1581,299365,439764,718609.85
Central,Chhattisgarh,Sony Sports,Football,Santosh Trophy,Jul,409281,60.0,Male,25-34,24099,3781,121462,287819,710801.29
North,Uttar Pradesh,Star Sports,Football,ISL,Nov,1940476,15.8,Female,35-44,2657,2641,587157,1353319,1283472.11
West,Rajasthan,DD Sports,Cricket,IPL,Nov,315308,41.4,Male,45+,20601,3954,71097,244211,386577.34
North,Delhi,Sony Sports,Tennis,Chennai Open,Jan,1869231,109.7,Male,15-24,42989,2771,780750,1088481,3414211.59
South,Tamil Nadu,Jio Sports,Tennis,Chennai Open,Jan,1438990,15.7,Female,25-34,31096,1575,602075,836915,1224358.02
East,Odisha,Star Sports,Cricket,IPL,Nov,1926946,85.5,Male,25-34,44461,3462,763569,1163377,3699995.24
South,Tamil Nadu,Jio Sports,Football,ISL,Jul,1381155,80.0,Male,25-34,28386,2223,532193,848962,2056897.48
East,Odisha,Sony Sports,Hockey,Hockey India League,Nov,295984,47.0,Female,15-24,26416,1914,109723,186261,177157.72
West,Maharashtra,Jio Sports,Cricket,IPL,Jul,1770444,47.3,Female,35-44,47335,4225,766952,1003492,2946790.23
North,Delhi,Sony Sports,Football,ISL,Nov,609073,58.9,Female,25-34,20480,1709,273303,335770,1124925.53
Central,Madhya Pradesh,Jio Sports,Football,Santosh Trophy,Aug,665416,50.8,Female,25-34,7782,2060,194886,470530,385001.01
East,Assam,DD Sports,Kabaddi,Pro Kabaddi League,Feb,1962162,32.1,Male,35-44,11338,1720,626450,1335712,3438533.52
West,Gujarat,Jio Sports,Kabaddi,Pro Kabaddi League,Feb,398844,42.8,Female,25-34,3941,1077,162976,235868,229707.7
East,West Bengal,ESPN India,Cricket,IPL,Sep,1464474,16.0,Male,35-44,9378,1981,547712,916762,2811986.4
East,Bihar,Star Sports,Tennis,Chennai Open,Jun,1619720,47.2,Male,15-24,23831,2445,427264,1192456,2239308.79
North,Punjab,Star Sports,Badminton,Asia Championships,Oct,1009820,15.7,Male,45+,49601,2430,333378,676442,1362355.71
West,Goa,Jio Sports,Hockey,Hockey India League,Nov,1917014,68.9,Female,45+,22054,2159,882614,1034400,2138896.28
West,Rajasthan,Star Sports,Badminton,India Open,Jan,1126778,38.6,Female,15-24,21855,1927,291053,835725,1944771.47
South,Andhra Pradesh,Sony Sports,Badminton,India Open,Aug,1006228,35.3,Male,35-44,30301,1984,475972,530256,1448651.89
Central,Chhattisgarh,DD Sports,Kabaddi,Pro Kabaddi League,Oct,983476,37.2,Male,15-24,2094,3295,467095,516381,1611553.67
West,Goa,Star Sports,Football,ISL,Jan,1840146,87.8,Female,45+,25338,4656,652668,1187478,2498906.89
West,Rajasthan,ESPN India,Hockey,Hockey India League,Sep,1151887,110.6,Male,35-44,25860,1287,473521,678366,1280407.24
West,Gujarat,ESPN India,Badminton,Asia Championships,Feb,381999,21.0,Male,35-44,21323,144,113107,268892,384405.1
North,Uttar Pradesh,DD Sports,Tennis,India Tennis Cup,Dec,551793,82.4,Male,45+,7364,2681,243876,307917,555085.23
North,Delhi,ESPN India,Hockey,Hockey India League,Jun,1718462,39.1,Male,15-24,15226,3506,705968,1012494,2988572.15
East,Assam,Jio Sports,Tennis,India Tennis Cup,Oct,1083224,26.1,Male,35-44,29164,1015,364316,718908,1608131.37
North,Uttar Pradesh,Sony Sports,Tennis,Chennai Open,May,578036,18.7,Female,25-34,45331,4813,274795,303241,726549.94
North,Haryana,ESPN India,Badminton,Asia Championships,Dec,447891,98.4,Male,15-24,13450,2588,92632,355259,564621.98
Central,Chhattisgarh,ESPN India,Badminton,India Open,Sep,937198,64.1,Female,15-24,23337,4382,387221,549977,1046649.34
South,Andhra Pradesh,ESPN India,Cricket,World Cup,Jan,1082321,84.9,Female,35-44,39751,243,340248,742073,1588080.77
South,Karnataka,DD Sports,Tennis,India Tennis Cup,Jan,457974,87.4,Male,25-34,3176,986,100604,357370,297371.57
Central,Madhya Pradesh,ESPN India,Kabaddi,Pro Kabaddi League,May,757910,100.9,Female,25-34,36422,3892,375272,382638,1390666.37
South,Tamil Nadu,ESPN India,Tennis,Chennai Open,Dec,1181867,83.5,Male,25-34,22684,1231,521792,660075,699086.99
West,Maharashtra,Sony Sports,Tennis,Chennai Open,Jun,1053466,85.8,Male,25-34,40404,111,217283,836183,766568.35
South,Tamil Nadu,ESPN India,Tennis,India Tennis Cup,Aug,1838698,78.3,Male,25-34,30327,2177,591560,1247138,1962168.69
East,Assam,Jio Sports,Tennis,Chennai Open,Aug,1462891,38.8,Female,35-44,9635,397,394141,1068750,1243456.23
East,Odisha,Jio Sports,Kabaddi,Pro Kabaddi League,Feb,1468060,83.5,Male,15-24,30092,1369,442852,1025208,1022445.97
West,Rajasthan,Jio Sports,Hockey,Hockey India League,Jan,221541,88.6,Male,45+,30978,4531,102662,118879,224194.61
West,Gujarat,Sony Sports,Football,ISL,Jun,104745,58.2,Male,25-34,22067,1981,33703,71042,54522.25
North,Punjab,Sony Sports,Badminton,India Open,Dec,289455,103.4,Female,45+,8206,4255,74672,214783,482285.06
South,Kerala,Star Sports,Tennis,India Tennis Cup,Feb,1311179,66.7,Female,25-34,18793,1794,370702,940477,2239872.49
South,Andhra Pradesh,Sony Sports,Kabaddi,Pro Kabaddi League,Aug,1867793,108.5,Female,35-44,32899,2272,905647,962146,1003053.84
South,Karnataka,DD Sports,Cricket,Ranji Trophy,Dec,1978084,24.4,Female,15-24,25209,1851,947862,1030222,2000709.04
East,Assam,DD Sports,Kabaddi,Pro Kabaddi League,Jun,1234895,30.8,Female,45+,6573,4231,297730,937165,2453959.08
South,Tamil Nadu,DD Sports,Badminton,India Open,Nov,1236837,88.3,Male,35-44,47435,4635,423443,813394,2088135.57
West,Gujarat,ESPN India,Kabaddi,Pro Kabaddi League,Jun,443120,79.5,Female,35-44,15629,294,110223,332897,390146.48
North,Delhi,ESPN India,Kabaddi,Pro Kabaddi League,Apr,583903,84.5,Male,45+,6581,3914,253784,330119,306178.39
East,West Bengal,Sony Sports,Football,Santosh Trophy,Feb,1177109,109.8,Female,35-44,19748,3729,346791,830318,826170.9
West,Goa,DD Sports,Kabaddi,Pro Kabaddi League,Oct,825723,63.4,Male,35-44,38419,709,183909,641814,807055.93
West,Goa,Star Sports,Cricket,Ranji Trophy,Feb,1004138,91.5,Male,35-44,23394,2353,380962,623176,680130.72
South,Andhra Pradesh,Jio Sports,Kabaddi,Pro Kabaddi League,Jun,181936,48.9,Male,25-34,21955,4278,90224,91712,131417.14
North,Haryana,ESPN India,Hockey,Hockey India League,Jul,1346573,104.4,Male,45+,23778,2438,455021,891552,2488711.76
South,Karnataka,DD Sports,Kabaddi,Pro Kabaddi League,Apr,1671788,72.6,Male,25-34,21245,2085,793236,878552,2358396.22
North,Haryana,Jio Sports,Tennis,India Tennis Cup,May,283979,55.9,Female,35-44,26216,4803,122759,161220,217342.03
Central,Madhya Pradesh,Jio Sports,Hockey,Hockey India League,Jan,185150,57.5,Female,35-44,15389,2675,38319,146831,369069.37
West,Goa,Star Sports,Badminton,India Open,Jan,887165,48.6,Female,25-34,24988,228,320139,567026,979479.47
South,Kerala,Sony Sports,Cricket,IPL,Jan,668396,77.2,Male,15-24,3994,3844,161841,506555,968234.69
West,Gujarat,Sony Sports,Tennis,India Tennis Cup,Jun,1751538,27.6,Male,45+,48315,1744,525488,1226050,1550312.99
West,Gujarat,Jio Sports,Football,ISL,Feb,1702390,67.5,Male,45+,41037,270,405411,1296979,1327795.95
Central,Madhya Pradesh,ESPN India,Kabaddi,Pro Kabaddi League,Dec,1334283,47.3,Male,35-44,19542,2072,359924,974359,2261293.17
North,Uttar Pradesh,DD Sports,Cricket,World Cup,Dec,563066,28.2,Female,35-44,41745,957,248384,314682,372787.33
North,Haryana,Sony Sports,Kabaddi,Pro Kabaddi League,Jan,1012454,71.8,Male,45+,14331,4406,328371,684083,1770403.16
West,Maharashtra,DD Sports,Cricket,Ranji Trophy,Apr,1662210,72.2,Female,35-44,29621,1902,539095,1123115,2421276.83
East,West Bengal,DD Sports,Hockey,Hockey India League,Sep,1094890,69.9,Male,35-44,43431,3049,241135,853755,961825.71
South,Andhra Pradesh,ESPN India,Kabaddi,Pro Kabaddi League,May,710197,31.2,Female,35-44,49994,4523,215982,494215,976304.5
East,West Bengal,Sony Sports,Badminton,India Open,Mar,1086149,22.8,Male,35-44,23886,3488,251889,834260,2166702.69
Central,Chhattisgarh,ESPN India,Kabaddi,Pro Kabaddi League,Sep,1065691,73.4,Male,25-34,41874,3734,308495,757196,1989654.46
Central,Madhya Pradesh,DD Sports,Cricket,Ranji Trophy,Jan,1880957,112.0,Female,25-34,26868,700,527202,1353755,3291310.85
North,Haryana,DD Sports,Badminton,Asia Championships,Sep,1266053,85.9,Female,15-24,10290,465,507174,758879,1216497.71
East,West Bengal,Sony Sports,Cricket,World Cup,May,1749163,41.3,Male,25-34,42750,3669,384084,1365079,2408273.28
West,Maharashtra,Sony Sports,Kabaddi,Pro Kabaddi League,May,408766,100.7,Female,25-34,33284,2929,162000,246766,303665.93
East,West Bengal,Jio Sports,Kabaddi,Pro Kabaddi League,Dec,1713773,26.2,Female,25-34,19157,2647,600179,1113594,1886960.47
East,Assam,Star Sports,Football,ISL,Dec,1768350,118.5,Male,15-24,15693,2765,644341,1124009,2512770.86
East,West Bengal,Sony Sports,Badminton,Asia Championships,Feb,983044,83.1,Male,25-34,12350,3690,361161,621883,1448169.38
South,Karnataka,DD Sports,Kabaddi,Pro Kabaddi League,Feb,1654592,65.1,Male,15-24,1390,4576,752129,902463,1103303.66
East,Bihar,Sony Sports,Hockey,Hockey India League,Nov,72490,28.3,Female,25-34,16284,1311,28893,43597,53931.92
East,Bihar,DD Sports,Hockey,Hockey India League,Mar,1508819,21.1,Female,25-34,11310,4652,659884,848935,977550.77
West,Gujarat,DD Sports,Cricket,World Cup,Aug,1196375,99.3,Male,45+,48025,855,474191,722184,740460.93
Central,Madhya Pradesh,Sony Sports,Football,Santosh Trophy,Jan,1857642,30.6,Male,15-24,1507,1536,598475,1259167,1328593.33
North,Delhi,ESPN India,Kabaddi,Pro Kabaddi League,Jul,386430,54.0,Female,45+,21900,3722,92364,294066,737831.23
East,Bihar,Sony Sports,Cricket,IPL,Aug,1127209,67.8,Male,45+,48645,1401,404697,722512,1369850.11
East,West Bengal,Jio Sports,Kabaddi,Pro Kabaddi League,Jan,953275,52.8,Male,15-24,49217,792,214739,738536,755752.37
Central,Chhattisgarh,ESPN India,Cricket,World Cup,Jul,1203276,106.9,Male,35-44,36414,3920,556752,646524,1313019.67
South,Karnataka,ESPN India,Tennis,Chennai Open,Jan,1367931,57.6,Male,35-44,10316,4085,667434,700497,1875389.41
North,Haryana,Jio Sports,Tennis,India Tennis Cup,Jun,1726644,109.0,Female,15-24,7089,1647,857887,868757,3325169.69
South,Tamil Nadu,Star Sports,Tennis,India Tennis Cup,Jun,451562,106.8,Male,25-34,43742,1664,179472,272090,415663.78
West,Rajasthan,DD Sports,Badminton,Asia Championships,Aug,1526285,79.1,Female,25-34,6606,4056,602177,924108,1029766.78
North,Uttar Pradesh,Star Sports,Kabaddi,Pro Kabaddi League,Apr,664673,109.8,Male,45+,27347,521,212803,451870,548022.33
West,Gujarat,ESPN India,Football,Santosh Trophy,May,885488,35.7,Female,45+,16882,4775,220831,664657,707608.87
North,Punjab,Star Sports,Cricket,World Cup,Apr,1388563,99.0,Female,25-34,18857,3343,547190,841373,2642528.76
Central,Madhya Pradesh,DD Sports,Kabaddi,Pro Kabaddi League,May,1321209,77.8,Female,15-24,10782,4339,349696,971513,2377434.54
North,Delhi,Star Sports,Badminton,Asia Championships,Apr,383478,38.2,Male,15-24,43614,4628,122128,261350,520537.44
West,Rajasthan,DD Sports,Cricket,Ranji Trophy,Nov,1201404,101.6,Female,15-24,31916,3224,305298,896106,1543926.75
South,Karnataka,Sony Sports,Cricket,IPL,Apr,952473,54.2,Male,15-24,41902,1024,321080,631393,493868.27
Central,Madhya Pradesh,DD Sports,Hockey,Hockey India League,Feb,1693906,36.2,Male,35-44,16310,134,753217,940689,976918.46
South,Karnataka,ESPN India,Hockey,Hockey India League,Feb,1478078,115.0,Female,45+,20522,1003,359999,1118079,1339035.19
South,Andhra Pradesh,Sony Sports,Hockey,Hockey India League,Nov,1403849,68.1,Female,35-44,30122,656,640720,763129,1867029.27
South,Kerala,Sony Sports,Football,Santosh Trophy,Mar,1896287,107.2,Male,35-44,7477,1116,626144,1270143,3558030.82
North,Haryana,Sony Sports,Tennis,Chennai Open,Sep,567733,109.8,Male,35-44,15308,1551,143806,423927,322686.8
West,Maharashtra,Sony Sports,Hockey,Hockey India League,Oct,780602,62.7,Female,15-24,37824,405,252319,528283,589222.28
Central,Chhattisgarh,ESPN India,Cricket,Ranji Trophy,Apr,469515,69.4,Male,35-44,3936,3962,217393,252122,931638.89
